city,timestamp,temperature,season
New York,2010-01-01,-3.6444328796086056,winter
New York,2010-01-02,-0.8522644528911902,winter
New York,2010-01-03,-4.991954188505214,winter
New York,2010-01-04,-7.619140175379124,winter
New York,2010-01-05,4.227694447573042,winter
New York,2010-01-06,-5.479083318061953,winter
New York,2010-01-07,-0.25148918385586605,winter
New York,2010-01-08,12.050234177797925,winter
New York,2010-01-09,4.8331056951551385,winter
New York,2010-01-10,7.307012645525729,winter
New York,2010-01-11,1.8512316734828689,winter
New York,2010-01-12,0.8325615387849954,winter
New York,2010-01-13,-2.414035666789512,winter
New York,2010-01-14,0.36213107057762983,winter
New York,2010-01-15,-5.344049776211689,winter
New York,2010-01-16,6.123414904131142,winter
New York,2010-01-17,-0.22934030589533247,winter
New York,2010-01-18,6.935498125472007,winter
New York,2010-01-19,4.994560855654113,winter
New York,2010-01-20,1.719326678537363,winter
New York,2010-01-21,3.7140380439629177,winter
New York,2010-01-22,0.5436208470776606,winter
New York,2010-01-23,-0.17274945655327623,winter
New York,2010-01-24,-10.932557569520371,winter
New York,2010-01-25,-2.238958934135889,winter
New York,2010-01-26,-1.6913929500890854,winter
New York,2010-01-27,1.5207783074456414,winter
New York,2010-01-28,0.026598702914996126,winter
New York,2010-01-29,0.8993361467326941,winter
New York,2010-01-30,3.5674036633774344,winter
New York,2010-01-31,-1.3881998014475794,winter
New York,2010-02-01,-5.722348620372425,winter
New York,2010-02-02,-0.07991334060465025,winter
New York,2010-02-03,5.637315068314431,winter
New York,2010-02-04,-3.9413403500665734,winter
New York,2010-02-05,-5.085569746027021,winter
New York,2010-02-06,-0.3012444541240934,winter
New York,2010-02-07,5.989041687386296,winter
New York,2010-02-08,9.035833955424284,winter
New York,2010-02-09,2.113817075792735,winter
New York,2010-02-10,1.4270080933302842,winter
New York,2010-02-11,-6.15672228095511,winter
New York,2010-02-12,-1.8930487787575367,winter
New York,2010-02-13,-2.257125792409735,winter
New York,2010-02-14,-5.112415830229971,winter
New York,2010-02-15,-3.6664520099093014,winter
New York,2010-02-16,-1.0050809354405446,winter
New York,2010-02-17,-4.56869063863789,winter
New York,2010-02-18,-0.14512732853547056,winter
New York,2010-02-19,1.4655936672733836,winter
New York,2010-02-20,3.3050309314168387,winter
New York,2010-02-21,-2.6264820922076346,winter
New York,2010-02-22,8.08491057929766,winter
New York,2010-02-23,5.1354406661497904,winter
New York,2010-02-24,0.6746214399206669,winter
New York,2010-02-25,4.114239198075992,winter
New York,2010-02-26,-0.4816661090924087,winter
New York,2010-02-27,3.4446485398806597,winter
New York,2010-02-28,-3.7432431762574243,winter
New York,2010-03-01,10.063372054156758,spring
New York,2010-03-02,7.845793814259876,spring
New York,2010-03-03,16.229806287986804,spring
New York,2010-03-04,20.536326654332342,spring
New York,2010-03-05,10.690816667927528,spring
New York,2010-03-06,7.371656886404288,spring
New York,2010-03-07,9.81499544657254,spring
New York,2010-03-08,4.362404273883433,spring
New York,2010-03-09,17.97074615666483,spring
New York,2010-03-10,6.049770225301755,spring
New York,2010-03-11,12.488106853102876,spring
New York,2010-03-12,5.981982183918023,spring
New York,2010-03-13,9.777643759821405,spring
New York,2010-03-14,12.226919502139145,spring
New York,2010-03-15,15.312614761162997,spring
New York,2010-03-16,9.861960185329533,spring
New York,2010-03-17,12.288237638889681,spring
New York,2010-03-18,8.752047344421843,spring
New York,2010-03-19,7.805314071606585,spring
New York,2010-03-20,14.1388185083655,spring
New York,2010-03-21,4.441151274578172,spring
New York,2010-03-22,11.337197343965883,spring
New York,2010-03-23,13.106005120374334,spring
New York,2010-03-24,14.238748516144895,spring
New York,2010-03-25,4.642169936175453,spring
New York,2010-03-26,13.757026598277076,spring
New York,2010-03-27,7.25762711365528,spring
New York,2010-03-28,10.505666509303188,spring
New York,2010-03-29,10.248953662653124,spring
New York,2010-03-30,10.585232559665938,spring
New York,2010-03-31,8.992383048658878,spring
New York,2010-04-01,14.338785445699525,spring
New York,2010-04-02,10.49032809430619,spring
New York,2010-04-03,-1.4935588438640472,spring
New York,2010-04-04,11.634058566457142,spring
New York,2010-04-05,7.896275595660075,spring
New York,2010-04-06,10.080727625549505,spring
New York,2010-04-07,5.734319520596902,spring
New York,2010-04-08,6.110536792860431,spring
New York,2010-04-09,5.427077587002305,spring
New York,2010-04-10,10.760835569538589,spring
New York,2010-04-11,12.255038846944586,spring
New York,2010-04-12,7.254341207504739,spring
New York,2010-04-13,4.447629595613908,spring
New York,2010-04-14,12.128061517203072,spring
New York,2010-04-15,7.587417867990568,spring
New York,2010-04-16,10.401358567462896,spring
New York,2010-04-17,3.018447322680222,spring
New York,2010-04-18,7.727642414449596,spring
New York,2010-04-19,0.8518068023340124,spring
New York,2010-04-20,7.95242694014485,spring
New York,2010-04-21,0.37755717296751357,spring
New York,2010-04-22,9.742631440208452,spring
New York,2010-04-23,15.713861437427013,spring
New York,2010-04-24,12.467737574550023,spring
New York,2010-04-25,14.062527976818012,spring
New York,2010-04-26,8.920071699975544,spring
New York,2010-04-27,5.44123697519245,spring
New York,2010-04-28,11.62232483623049,spring
New York,2010-04-29,16.33471011807989,spring
New York,2010-04-30,22.947377688835118,spring
New York,2010-05-01,9.926736519177407,spring
New York,2010-05-02,16.954551152551044,spring
New York,2010-05-03,12.353178193295307,spring
New York,2010-05-04,4.353674329981598,spring
New York,2010-05-05,12.761685072822162,spring
New York,2010-05-06,9.70748404464137,spring
New York,2010-05-07,7.55619960128036,spring
New York,2010-05-08,3.553222400875863,spring
New York,2010-05-09,13.527849406140952,spring
New York,2010-05-10,12.053227714208608,spring
New York,2010-05-11,5.550821192822991,spring
New York,2010-05-12,11.023511603811986,spring
New York,2010-05-13,11.097626375683918,spring
New York,2010-05-14,13.569380347647677,spring
New York,2010-05-15,22.233169981738655,spring
New York,2010-05-16,11.999576555094025,spring
New York,2010-05-17,3.7338316737020065,spring
New York,2010-05-18,8.227745348461022,spring
New York,2010-05-19,23.605899577755327,spring
New York,2010-05-20,2.524654873989257,spring
New York,2010-05-21,13.79323836448971,spring
New York,2010-05-22,17.219697055896845,spring
New York,2010-05-23,-0.6887436046076285,spring
New York,2010-05-24,7.589215577241303,spring
New York,2010-05-25,14.452890605046775,spring
New York,2010-05-26,9.290286083457401,spring
New York,2010-05-27,5.6516567340253,spring
New York,2010-05-28,15.028671953845317,spring
New York,2010-05-29,11.718143919865835,spring
New York,2010-05-30,10.619652977967911,spring
New York,2010-05-31,7.4796482676869,spring
New York,2010-06-01,21.811867486671915,summer
New York,2010-06-02,17.920567258473266,summer
New York,2010-06-03,22.717227282663284,summer
New York,2010-06-04,21.74901188504099,summer
New York,2010-06-05,20.701198340376397,summer
New York,2010-06-06,31.690681347108935,summer
New York,2010-06-07,20.36414387540636,summer
New York,2010-06-08,34.39579787928483,summer
New York,2010-06-09,32.57645766495071,summer
New York,2010-06-10,15.682993227491739,summer
New York,2010-06-11,26.809738549909525,summer
New York,2010-06-12,26.352911424266,summer
New York,2010-06-13,29.29494510819859,summer
New York,2010-06-14,29.879480975302574,summer
New York,2010-06-15,19.378210728242806,summer
New York,2010-06-16,29.538120654723123,summer
New York,2010-06-17,26.654275491377565,summer
New York,2010-06-18,17.41076659659575,summer
New York,2010-06-19,24.64864557740329,summer
New York,2010-06-20,21.384124860197037,summer
New York,2010-06-21,31.552352091672898,summer
New York,2010-06-22,31.370181096974154,summer
New York,2010-06-23,25.217159241152675,summer
New York,2010-06-24,29.696277518232442,summer
New York,2010-06-25,23.661307044835354,summer
New York,2010-06-26,23.530300517993112,summer
New York,2010-06-27,34.641447538032935,summer
New York,2010-06-28,27.71024004842196,summer
New York,2010-06-29,29.039098876498223,summer
New York,2010-06-30,20.726717675679403,summer
New York,2010-07-01,12.993051442669955,summer
New York,2010-07-02,31.286689412155773,summer
New York,2010-07-03,19.96546945085843,summer
New York,2010-07-04,20.877799496211747,summer
New York,2010-07-05,24.44621114812527,summer
New York,2010-07-06,21.246675621119277,summer
New York,2010-07-07,35.08915073515132,summer
